time,rov_id,t_sent,t_received,x,y,z,channels,rssi,azimuth,elevation
1700000250.0,1,1700000250000000,1700000250028633,0.0,0.0,10.80415515488634,0,array('h'),155.2625249243856,14.073528586347255
1700000255.0,1,1700000255000000,1700000255027743,0.0,0.0,10.225527206711426,0,array('h'),166.85787287199366,15.788292292250699
1700000260.0,1,1700000260000000,1700000260027164,0.0,0.0,9.766074609567253,0,array('h'),176.24242809122467,11.12893467436635
1700000265.0,1,1700000265000000,1700000265025638,0.0,0.0,8.737962839028825,0,array('h'),185.03731826347075,11.468024647080938
1700000270.0,1,1700000270000000,1700000270024842,0.0,0.0,8.515217429476891,0,array('h'),195.93843181927903,14.265491562942213
1700000275.0,1,1700000275000000,1700000275024135,0.0,0.0,7.934583647493852,0,array('h'),203.07205133689158,9.309311865241172
1700000280.0,1,1700000280000000,1700000280022086,0.0,0.0,7.074020547158185,0,array('h'),213.29240192511733,11.68825528301785
1700000285.0,1,1700000285000000,1700000285020362,0.0,0.0,6.9987757905840935,0,array('h'),219.6519207886203,9.549150535125191
1700000290.0,1,1700000290000000,1700000290017912,0.0,0.0,6.422786023881674,0,array('h'),228.78674928679632,10.5717654074803
1700000295.0,1,1700000295000000,1700000295016071,0.0,0.0,5.499540704907735,0,array('h'),232.1139606102813,11.142773728278001
